Frame Number,Timecode,adaptive_ratio (w=2),average_rgb,content_val,delta_edges,delta_hue,delta_lum,delta_sat
3398,00:01:53.233,0.999953392792831,97.34529622395833,1.0670030381944444,3.4724934895833335,1.3302680121527777,1.0960557725694444,0.7746853298611112
3399,00:01:53.267,0.7807283663385889,97.24471028645833,0.9383590133101851,3.6039225260416665,1.1278211805555556,1.0168728298611112,0.6703830295138888
3400,00:01:53.300,0.7438985505320914,97.21243851273148,1.0125958478009258,3.424072265625,1.3659125434027777,0.9868706597222222,0.6850043402777778
3401,00:01:53.333,1.1980131393646765,97.18209273726852,1.5615053530092593,3.44482421875,2.6593695746527777,1.1185438368055556,0.9066026475694444
3402,00:01:53.367,1.4122827149475115,97.09349681712963,1.8779387297453705,3.2926432291666665,3.203342013888889,1.2999674479166667,1.1305067274305556
3403,00:01:53.400,0.8693675154480867,97.02297634548611,1.3847565827546295,3.1819661458333335,1.7313096788194444,1.3785536024305556,1.0444064670138888
3404,00:01:53.433,0.8983330247448174,97.07895688657408,1.3600169994212965,3.3964029947916665,1.5795355902777777,1.5206976996527777,0.9798177083333334
3405,00:01:53.467,1.2015641983138037,97.18518518518519,1.5718677662037035,2.9536946614583335,2.2341851128472223,1.5400933159722223,0.9413248697916666
3406,00:01:53.500,0.8624106591229468,97.19688585069444,1.2211733217592593,3.424072265625,1.4443088107638888,1.3874782986111112,0.8317328559027778
3407,00:01:53.533,0.8827134726949957,97.06096281828704,1.2667914496527777,2.8983561197916665,1.3642578125,1.5016547309027777,0.9344618055555556
3408,00:01:53.567,1.08903841469049,96.84092881944444,1.4653229890046298,4.005126953125,1.6071506076388888,1.7114800347222223,1.0773383246527777
3409,00:01:53.600,1.0726288424507266,96.7013527199074,1.4820782696759263,4.752197265625,1.6359049479166667,1.7563205295138888,1.0540093315972223
3410,00:01:53.633,0.99937762887802,96.54242621527777,1.4120370370370372,3.6869303385416665,1.5669216579861112,1.6803385416666667,0.9888509114583334
3411,00:01:53.667,0.8088511817708182,96.38047960069444,1.3827492042824074,4.157307942708333,1.4901529947916667,1.716064453125,0.9420301649305556
3412,00:01:53.700,0.7802165829856635,96.23103841145833,1.3215151186342593,4.129638671875,1.357421875,1.7108561197916667,0.8962673611111112
3413,00:01:53.733,1.7698466457963373,96.01989293981481,2.622459129050926,4.461669921875,4.659722222222222,1.8480631510416667,1.3595920138888888
3414,00:01:53.767,0.6683199987538816,96.08110894097223,1.3578739872685184,4.254150390625,1.3441840277777777,1.810302734375,0.9191351996527778
3415,00:01:53.800,0.820746701369198,96.16148546006944,1.864836516203704,6.322428385416667,2.2046440972222223,2.1736924913194446,1.2161729600694444
3416,00:01:53.833,1.0522345563361424,96.22899486400463,2.3182779947916665,7.069498697916667,2.9403754340277777,2.5330946180555554,1.4813639322916667
3417,00:01:53.867,1.193000636059755,96.32563838252315,2.7898763020833335,6.813557942708333,3.724093967013889,2.913058810763889,1.7324761284722223
3418,00:01:53.900,1.1791859752266574,96.2191749855324,2.800193504050926,6.730550130208333,3.5388997395833335,3.1124945746527777,1.7491861979166667
3419,00:01:53.933,1.000139228217936,95.90691008391204,2.3708405671296298,5.817464192708333,2.5263671875,2.9220377604166665,1.6641167534722223
3420,00:01:53.967,0.6467788031376591,95.67733651620371,2.0197392216435186,4.330240885416667,2.2102864583333335,2.4967176649305554,1.3522135416666667
3421,00:01:54.000,0.608469180771805,95.38613100405092,1.8722330729166667,3.258056640625,2.2157660590277777,2.170166015625,1.2307671440972223
3422,00:01:54.033,2.4865936832547435,94.86914966724537,5.447799117476852,4.85595703125,11.253282335069445,2.427707248263889,2.6624077690972223
3423,00:01:54.067,0.7931857720826351,94.86233181423611,2.4694462528935186,4.434000651041667,3.6381022135416665,2.2198621961805554,1.5503743489583333
3424,00:01:54.100,0.7251663131573705,94.82035771122685,2.4020543981481484,5.52001953125,3.0514594184027777,2.5291069878472223,1.6255967881944444
3425,00:01:54.133,1.0510316726415152,94.75528971354167,2.7312192563657405,6.509195963541667,3.4318033854166665,2.8485785590277777,1.9132758246527777
3426,00:01:54.167,0.9075946012455751,95.02416087962963,2.6012098524305554,6.751302083333333,2.8423936631944446,2.994357638888889,1.9668782552083333
3427,00:01:54.200,1.0024649072596097,95.28824869791667,2.9217212818287037,7.290852864583333,3.3673231336805554,3.267116970486111,2.1307237413194446
3428,00:01:54.233,1.1734479506755346,95.37189850983796,3.4091977719907405,7.463785807291667,4.387532552083333,3.4786783854166665,2.3613823784722223
3429,00:01:54.267,0.905561424134482,95.55374710648148,2.9165219907407405,7.809651692708333,2.9534505208333335,3.5591362847222223,2.2369791666666665
3430,00:01:54.300,0.858723061031867,95.628173828125,3.1816767939814814,7.325439453125,3.5208604600694446,3.6727973090277777,2.3513726128472223
3431,00:01:54.333,0.854749093410925,95.49169921875,3.3701171875,7.069498697916667,3.9527994791666665,3.7842881944444446,2.373263888888889
3432,00:01:54.367,1.4780389116829589,94.75198929398148,5.124665436921297,8.466796875,7.9326171875,4.294514973958333,3.1468641493055554
3433,00:01:54.400,1.3038824262069437,94.38655598958333,4.548394097222222,7.194010416666667,7.120090060763889,3.6891004774305554,2.8359917534722223
3434,00:01:54.433,0.7337242516318883,94.46884042245371,2.7686360677083335,6.585286458333333,3.243923611111111,3.0795355902777777,1.9824490017361112
3435,00:01:54.467,0.8692427884878781,94.53941514756944,2.689968532986111,5.872802734375,3.486599392361111,2.7755533854166665,1.8077528211805556
3436,00:01:54.500,1.0729856203298052,94.52199978298611,2.7305772569444446,6.619873046875,3.6619466145833335,2.7810872395833335,1.7486979166666667
3437,00:01:54.533,0.938443027444613,94.48430266203704,2.330837673611111,5.845133463541667,2.878689236111111,2.620822482638889,1.4930013020833333
3438,00:01:54.567,0.8934282290545189,94.50321903935185,2.389919704861111,5.305582682291667,3.1383192274305554,2.4904242621527777,1.541015625
3439,00:01:54.600,0.728565270916866,94.49185293692129,2.1244484230324074,5.277913411458333,2.5474175347222223,2.422146267361111,1.4037814670138888
3440,00:01:54.633,1.110577685571363,94.49567780671296,3.514133029513889,5.810546875,5.832329644097222,2.755886501736111,1.9541829427083333
3441,00:01:54.667,1.032025326876876,94.54455114293981,3.428846571180556,6.170247395833333,5.378038194444445,2.885715060763889,2.0227864583333335
3442,00:01:54.700,1.4676264056311819,94.62453884548611,4.713740596064815,7.000325520833333,8.546820746527779,3.0560709635416665,2.538330078125
3443,00:01:54.733,0.8506272170911501,94.60655381944444,2.9374547887731475,6.481526692708333,3.992160373263889,2.9284125434027777,1.8917914496527777
3444,00:01:54.767,0.8978990340441456,94.68308738425925,2.9668149594907405,6.474609375,3.8558756510416665,3.0887315538194446,1.9558376736111112
3445,00:01:54.800,0.8654720753485472,94.73979130497685,2.7037217881944446,6.156412760416667,3.0416395399305554,3.110134548611111,1.9593912760416667
3446,00:01:54.833,0.9382958349021504,94.6914695457176,2.8617802372685186,6.315511067708333,3.4978569878472223,3.15869140625,1.9287923177083333
3447,00:01:54.867,1.3372538213411571,94.52774160879629,3.7298900462962963,6.0595703125,5.614339192708333,3.2558051215277777,2.3195258246527777
3448,00:01:54.900,0.8848861952323039,94.35652669270833,2.7994791666666665,6.253255208333333,3.383327907986111,3.1659613715277777,1.8491482204861112
3449,00:01:54.933,0.8670184237202941,94.37379738136575,2.7918836805555554,6.737467447916667,3.291748046875,3.249782986111111,1.8341200086805556
3450,00:01:54.967,1.1139762827836166,94.51706271701389,3.2710865162037037,6.5576171875,4.455430772569445,3.3531358506944446,2.0046929253472223
3451,00:01:55.000,1.0159196011673877,94.54414424189815,3.079933449074074,7.484537760416667,4.028428819444445,3.332275390625,1.8790961371527777
3452,00:01:55.033,1.0197006993279643,94.4047218605324,3.074327256944444,6.481526692708333,4.248426649305555,3.171875,1.8026801215277777
3453,00:01:55.067,1.0343886787375904,94.35990849247685,2.989384403935185,6.045735677083333,3.9186469184027777,3.202419704861111,1.8470865885416667
3454,00:01:55.100,0.960684252138288,94.31385633680556,2.7193196614583335,6.087239583333333,3.41064453125,3.0221082899305554,1.7252061631944444
3455,00:01:55.133,0.9688385315311864,94.27541775173611,2.686423972800926,5.928141276041667,3.2911241319444446,3.0306803385416665,1.7374674479166667
3456,00:01:55.167,0.9463840461223954,94.1953757957176,2.572292751736111,4.68994140625,3.169216579861111,2.8693033854166665,1.6783582899305556
3457,00:01:55.200,1.0833876539422818,94.10503472222223,2.8103208188657405,4.93896484375,3.7413194444444446,2.8583170572916665,1.8313259548611112
3458,00:01:55.233,1.0680855202932977,93.89396158854167,2.656023943865741,3.9705403645833335,3.6563042534722223,2.6067437065972223,1.7050238715277777
3459,00:01:55.267,0.9656661191504157,93.85894097222223,2.461308232060185,4.517008463541667,3.2166341145833335,2.4864908854166665,1.6807996961805556
3460,00:01:55.300,0.6820630995176364,93.79941587094908,2.1029369212962963,4.039713541666667,2.616238064236111,2.230929904513889,1.4616427951388888
3461,00:01:55.333,0.9234039339753503,93.79116934317129,2.625994646990741,4.046630859375,4.107611762152778,2.1304253472222223,1.6399468315972223
3462,00:01:55.367,2.1471709287814367,93.802490234375,4.589473017939814,3.631591796875,9.142876519097221,2.1706000434027777,2.4549424913194446
3463,00:01:55.400,0.882604197351688,93.78445095486111,2.221562138310185,2.801513671875,3.5132921006944446,1.7895779079861112,1.36181640625
3464,00:01:55.433,0.7054480768502104,93.72652633101852,1.599310980902778,2.926025390625,2.3042805989583335,1.4529893663194444,1.0406629774305556
3465,00:01:55.467,0.853726508201921,93.68436234085648,1.2534360532407407,2.4971516927083335,1.7112358940972223,1.23583984375,0.813232421875
3466,00:01:55.500,0.8605984732942776,93.66606083622685,1.0038700810185186,1.929931640625,1.3133680555555556,0.9917263454861112,0.7065158420138888
3467,00:01:55.533,1.1193479226623915,93.52095992476852,1.0480324074074074,1.2105305989583333,1.6331922743055556,0.8880750868055556,0.6228298611111112
3468,00:01:55.567,0.9296076374202832,93.45827907986111,0.76513671875,0.975341796875,1.1076388888888888,0.6852484809027778,0.5025227864583334
3469,00:01:55.600,0.9991749174917492,93.45352285879629,0.7227105034722223,1.5010579427083333,1.0783962673611112,0.6087510850694444,0.4809841579861111
3470,00:01:55.633,0.8524844026861628,93.40837492766204,0.5176866319444445,1.265869140625,0.7498372395833334,0.4761013454861111,0.3271213107638889
3471,00:01:55.667,1.1418761991315762,93.4694191261574,0.5623734085648149,1.2935384114583333,0.7929958767361112,0.4934353298611111,0.4006890190972222
3472,00:01:55.700,0.9377664872365901,93.47753002025463,0.37885199652777773,0.99609375,0.5049913194444444,0.3519694010416667,0.2795952690972222
3473,00:01:55.733,1.0889873035703006,93.42632378472223,0.3507486979166667,0.809326171875,0.4751247829861111,0.3209635416666667,0.2561577690972222
3474,00:01:55.767,0.6402276031326695,93.44482421875,0.18516710069444442,0.6363932291666666,0.19080946180555555,0.2073296440972222,0.15736219618055555
3475,00:01:55.800,0.5718162372697378,93.42823169849537,0.1619556568287037,0.477294921875,0.1955023871527778,0.16080729166666666,0.12955729166666666
3476,00:01:55.833,1.0720372653788188,93.45522280092592,0.26532660590277773,0.70556640625,0.3506401909722222,0.2537434895833333,0.1915961371527778
3477,00:01:55.867,1.2793540623964563,93.46678783275463,0.3316786024305555,0.9615071614583334,0.4343804253472222,0.321044921875,0.23961046006944445
3478,00:01:55.900,1.0252705430224849,93.48885091145833,0.3111888744212963,0.7124837239583334,0.3510470920138889,0.3310546875,0.25146484375
3479,00:01:55.933,0.5130587810250453,93.48448350694444,0.29854781539351855,0.7401529947916666,0.3358018663194444,0.3315158420138889,0.2283257378472222
3480,00:01:55.967,0.290820528167924,93.47232168692129,0.3185221354166667,0.6640625,0.3587510850694444,0.3570149739583333,0.2398003472222222
3481,00:01:56.000,1.5037371736815393,93.54580801504629,1.3662018952546298,1.3419596354166667,2.8272569444444446,0.5595431857638888,0.7118055555555556
3482,00:01:56.033,3.3401291562149753,93.50560619212963,2.405074508101852,1.2451171875,5.334689670138889,0.6605088975694444,1.2200249565972223
3483,00:01:56.067,0.5037699195403154,93.52542679398148,0.6120062934027778,1.5702311197916667,0.9156358506944444,0.4828016493055556,0.4375813802083333
3484,00:01:56.100,0.5935065532306277,93.54922598379629,0.5834870515046297,0.8784993489583334,0.9208713107638888,0.4473470052083333,0.3822428385416667
3485,00:01:56.133,0.9919661583306671,93.52790436921296,0.5046477141203703,1.016845703125,0.8314073350694444,0.3724500868055556,0.3100857204861111
3486,00:01:56.167,0.8088533157644042,93.58180519386575,0.4107439959490741,1.66015625,0.4841579861111111,0.4298231336805556,0.3182508680555556
3487,00:01:56.200,0.937833494053359,93.56980613425925,0.4287018952546296,0.5948893229166666,0.6268988715277778,0.3831380208333333,0.2760687934027778
3488,00:01:56.233,1.4050049085891048,93.51916956018519,0.514404296875,0.8024088541666666,0.8595377604166666,0.3681098090277778,0.3155653211805556
3489,00:01:56.267,1.0311935402767953,93.51104058159723,0.398681640625,1.2174479166666667,0.5258246527777778,0.384765625,0.2854546440972222
3490,00:01:56.300,0.5615365203981495,93.50814706307871,0.22636357060185186,0.6640625,0.2787000868055556,0.23909505208333334,0.16129557291666666
3491,00:01:56.333,1.2393273539268648,93.53122287326389,0.37701642071759256,0.5326334635416666,0.5155436197916666,0.3484429253472222,0.2670627170138889
3492,00:01:56.367,1.1635782069798373,93.54995840567129,0.3223560474537037,0.7194010416666666,0.4600151909722222,0.2677137586805556,0.23933919270833334
3493,00:01:56.400,0.957457746931431,93.50819227430556,0.2694408275462963,1.0860188802083333,0.3329535590277778,0.2659776475694444,0.20939127604166666
3494,00:01:56.433,1.0232658718067174,93.51505533854167,0.23533347800925927,0.643310546875,0.3036024305555556,0.22322591145833334,0.1791720920138889
3495,00:01:56.467,0.09340974085288309,93.49621129918981,0.19094509548611113,0.8577473958333334,0.1867133246527778,0.23404947916666666,0.1520724826388889
3496,00:01:56.500,0.06815193137192146,93.49172634548611,0.13718894675925927,0.3251139322916667,0.1305881076388889,0.1860622829861111,0.09491644965277778
3497,00:01:56.533,48.691267128290534,93.40369104456019,7.534704137731482,4.779866536458333,17.20917426215278,1.5040690104166667,3.890869140625
3498,00:01:56.567,0.04479258384416989,93.42041919849537,0.09096498842592593,0.560302734375,0.03323025173611111,0.1624077690972222,0.07725694444444445
3499,00:01:56.600,0.09590458567526938,93.41067165798611,0.19987883391203706,0.21443684895833334,0.3808322482638889,0.114013671875,0.10479058159722222
3500,00:01:56.633,0.13800136721003545,93.4130226417824,0.25144675925925924,0.7332356770833334,0.3309461805555556,0.23692491319444445,0.1864691840277778
3501,00:01:56.667,0.21005830014913507,93.43288845486111,0.4594545717592593,0.8024088541666666,0.7452256944444444,0.3343912760416667,0.2987467447916667
3502,00:01:56.700,7.249978692576494,93.46535011574075,6.537941261574075,2.8084309895833335,15.409423828125,1.1314832899305556,3.0729166666666665
3503,00:01:56.733,0.7297754862901336,93.51241500289352,1.7598198784722223,1.826171875,3.443874782986111,0.9230414496527778,0.9125434027777778
3504,00:01:56.767,0.3843619020531617,93.46530490451389,1.1364293981481481,1.5633138020833333,1.5695258246527777,1.12890625,0.7108561197916666
3505,00:01:56.800,0.8171409303484777,93.35057689525463,1.5119900173611114,1.7362467447916667,2.3084038628472223,1.321044921875,0.9065212673611112
3506,00:01:56.833,1.2183483632748704,93.196044921875,2.0169089988425926,1.805419921875,3.6292860243055554,1.3414442274305556,1.0799967447916667
3507,00:01:56.867,1.5590111992884121,92.96657081886575,2.4882089120370368,2.4763997395833335,4.619547526041667,1.4687771267361112,1.3763020833333333
3508,00:01:56.900,0.8224276602802831,92.84025065104167,1.4851526331018519,2.469482421875,2.168972439236111,1.3307562934027777,0.9557291666666666
3509,00:01:56.933,0.8108218030808584,92.78474934895833,1.3700177228009258,1.888427734375,1.8621961805555556,1.3153754340277777,0.9324815538194444
3510,00:01:56.967,0.879284974979432,92.75608543113425,1.3481264467592593,1.95068359375,1.8010525173611112,1.3448079427083333,0.8985188802083334
3511,00:01:57.000,0.937137938048897,92.69410988136575,1.4371744791666667,2.3795572916666665,1.9998372395833333,1.4175618489583333,0.8941243489583334
3512,00:01:57.033,1.252780461984453,92.57986111111111,1.8404857494212965,1.9160970052083333,3.032986111111111,1.484619140625,1.0038519965277777
3513,00:01:57.067,0.9766155449881045,92.49134657118056,1.57568359375,1.722412109375,2.2266710069444446,1.5324978298611112,0.9678819444444444
3514,00:01:57.100,0.8958733391329216,92.44091796875,1.5154984085648149,1.6947428385416667,1.9209798177083333,1.5862901475694444,1.0392252604166667
3515,00:01:57.133,1.030757939965957,92.38304759837963,1.6604908130787035,2.012939453125,2.165310329861111,1.7171766493055556,1.0989854600694444
3516,00:01:57.167,0.9902716622422864,92.45224790219908,1.6899142795138886,2.6908365885416665,2.0307074652777777,1.8804524739583333,1.1585828993055556
3517,00:01:57.200,0.9644199741164655,92.51545319733796,1.662669994212963,2.5179036458333335,1.9845106336805556,1.866455078125,1.1370442708333333
3518,00:01:57.233,1.2092174975104946,92.52087854456019,1.9874041521990742,3.0643717447916665,2.704861111111111,1.9854871961805556,1.2718641493055556
3519,00:01:57.267,0.7566600401978939,92.59309895833333,1.5582320601851851,3.4033203125,1.7687174479166667,1.8594835069444444,1.0464952256944444
3520,00:01:57.300,0.7374667632824098,92.67681206597223,1.6633662471064816,3.3687337239583335,2.0655924479166665,1.8693033854166667,1.0552029079861112
3521,00:01:57.333,1.5302048039976528,92.89048936631944,2.9239818431712963,3.486328125,4.864854600694445,2.1981065538194446,1.708984375
3522,00:01:57.367,1.2359665436665137,93.03294994212963,2.5524359809027777,4.164225260416667,3.906032986111111,2.2392035590277777,1.5120713975694444
3523,00:01:57.400,0.7908994571350965,93.11437536168981,1.8693395543981481,4.039713541666667,2.2954644097222223,2.10888671875,1.2036675347222223
3524,00:01:57.433,0.8614047359966839,93.23744032118056,1.8038465711805556,3.8045247395833335,2.0743272569444446,2.1359320746527777,1.2012803819444444
3525,00:01:57.467,1.1440038827375203,93.28919813368056,2.1739818431712963,3.5624186197916665,3.0573187934027777,2.1872016059027777,1.2774251302083333
3526,00:01:57.500,0.9173607139903869,93.35810908564815,1.7805447048611114,3.050537109375,1.9037000868055556,2.199490017361111,1.2384440104166667
3527,00:01:57.533,1.167691755532284,93.29524739583333,2.147578486689815,2.8776041666666665,2.8505045572916665,2.1743977864583335,1.4178331163194444
3528,00:01:57.567,0.8932524168938538,93.28468605324075,1.6383644386574074,2.8706868489583335,1.7273763020833333,2.03076171875,1.1569552951388888
3529,00:01:57.600,0.9950466765291027,93.37944878472223,1.7637713396990742,2.9191080729166665,1.96630859375,2.1063910590277777,1.2186143663194444
3530,00:01:57.633,0.9932723916865982,93.37484628182871,1.6447301793981481,2.9052734375,1.8307020399305556,1.9755316840277777,1.1279568142361112
3531,00:01:57.667,0.9341842220794178,93.47938368055556,1.6595323350694446,2.843017578125,1.7508409288194444,2.068142361111111,1.1596137152777777
3532,00:01:57.700,0.889176030589171,93.50021701388889,1.5618127893518519,2.635498046875,1.7112630208333333,1.9061143663194444,1.0680609809027777
3533,00:01:57.733,1.354228667435046,93.4807761863426,2.1354890046296298,3.02978515625,3.0206705729166665,2.0008138020833335,1.3849826388888888
3534,00:01:57.767,0.968608330250305,93.48944769965277,1.5861364293981481,2.6078287760416665,1.9955240885416667,1.7131076388888888,1.0497775607638888
3535,00:01:57.800,0.9352074725051719,93.57960792824075,1.5001356336805554,2.69775390625,1.7938910590277777,1.6925184461805556,1.0139973958333333
3536,00:01:57.833,0.9230997061341603,93.6054054542824,1.352728949652778,2.0475260416666665,1.6150444878472223,1.5510796440972223,0.8920627170138888
3537,00:01:57.867,0.9678734241608025,93.59754774305556,1.3419144241898149,2.1097819010416665,1.5856391059027777,1.513916015625,0.9261881510416666
3538,00:01:57.900,0.9385746403742863,93.57553891782408,1.4334942853009263,2.1236165364583335,1.7820095486111112,1.5232204861111112,0.9952528211805556
3539,00:01:57.933,0.783224057850403,93.59993489583333,1.2594672309027777,1.9921875,1.6287434895833333,1.3221028645833333,0.8275553385416666
3540,00:01:57.967,1.2606363214426917,93.72171585648148,2.155128761574074,3.1681315104166665,3.870334201388889,1.3230251736111112,1.2720269097222223
3541,00:01:58.000,0.8532389365981726,93.75414134837963,1.501681857638889,1.2520345052083333,2.4890679253472223,1.0867784288194444,0.92919921875
3542,00:01:58.033,1.9841193896144882,93.7684913917824,2.643581814236111,3.5209147135416665,5.358127170138889,1.125732421875,1.4468858506944444
3543,00:01:58.067,0.7155157358499272,93.79904513888889,0.981734664351852,1.182861328125,1.4985622829861112,0.8411458333333334,0.6054958767361112
3544,00:01:58.100,0.5705666689067599,93.77092375578704,0.6909360532407408,2.7945963541666665,0.9275716145833334,0.6845703125,0.4606662326388889
3545,00:01:58.133,0.9550568494103155,93.80354817708333,0.6520634403935185,0.9269205729166666,0.817626953125,0.6788465711805556,0.459716796875
3546,00:01:58.167,1.014115514115514,93.76954933449075,0.5664785879629629,0.767822265625,0.7363552517361112,0.5575900607638888,0.4054904513888889
3547,00:01:58.200,1.052586765744584,93.69595449942129,0.4918438946759259,0.8162434895833334,0.5638292100694444,0.5334743923611112,0.3782280815972222
3548,00:01:58.233,1.0152336749230275,93.6964699074074,0.3995316116898148,0.7194010416666666,0.4141438802083333,0.4463704427083333,0.3380805121527778
3549,00:01:58.267,0.6838954448030351,93.64840133101852,0.25101273148148145,0.5049641927083334,0.18836805555555555,0.3295627170138889,0.235107421875
3550,00:01:58.300,0.8105841486873608,93.63373480902777,0.2648111979166667,2.4141438802083335,0.22403971354166666,0.3380805121527778,0.23231336805555555
3551,00:01:58.333,1.017152039154118,93.59872323495371,0.31194842303240744,2.4072265625,0.3569064670138889,0.3264431423611111,0.2524956597222222
3552,00:01:58.367,1.1671264790632085,93.57524052372685,0.34427445023148145,0.684814453125,0.4584147135416667,0.3245171440972222,0.24989149305555555
3553,00:01:58.400,1.0445523512667603,93.5142234519676,0.36665400752314814,0.7539876302083334,0.4669325086805556,0.3541124131944444,0.2789171006944444
3554,00:01:58.433,0.542214758839444,93.50411422164352,0.23649088541666666,0.477294921875,0.19837782118055555,0.3293728298611111,0.18172200520833334
3555,00:01:58.467,1.2192905385374162,93.50841833043981,0.5113480179398148,1.0030110677083333,0.6370713975694444,0.528564453125,0.368408203125
3556,00:01:58.500,1.1412371897765157,93.49886971932871,0.5223524305555556,0.8784993489583334,0.6597222222222222,0.5210232204861112,0.3863118489583333
3557,00:01:58.533,1.1573953391376886,93.44601779513889,0.5520290798611112,0.8439127604166666,0.6876898871527778,0.5646430121527778,0.4037543402777778
3558,00:01:58.567,0.819167858263872,93.43500434027777,0.5309606481481481,0.8439127604166666,0.6627604166666666,0.517578125,0.4125434027777778
3559,00:01:58.600,0.44996013409172414,93.43156828703704,0.3431712962962963,0.5810546875,0.333984375,0.4362250434027778,0.2593044704861111
3560,00:01:58.633,1.2724709199859006,93.50886140046296,1.1751302083333333,1.2312825520833333,2.2669270833333335,0.6337348090277778,0.6247287326388888
3561,00:01:58.667,0.6947619981808779,93.41102430555556,0.7925618489583334,1.0306803385416667,1.2240668402777777,0.6146375868055556,0.5389811197916666
3562,00:01:58.700,2.0146874810453315,93.42954282407408,2.027316623263889,1.4111328125,4.085422092013889,0.8079427083333334,1.1885850694444444
3563,00:01:58.733,0.8380153717826503,93.37594943576389,1.0174515335648149,2.8153483072916665,1.559814453125,0.803955078125,0.6885850694444444
3564,00:01:58.767,0.8254212046722769,93.33678747106481,1.0399305555555556,2.967529296875,1.5777452256944444,0.8546820746527778,0.6873643663194444
3565,00:01:58.800,0.9152650742971972,93.3742042824074,0.9966724537037037,1.4803059895833333,1.2952745225694444,0.9848904079861112,0.7098524305555556
3566,00:01:58.833,0.8825677693533202,93.3560203269676,0.998074001736111,1.70166015625,1.1205783420138888,1.1102159288194444,0.763427734375
3567,00:01:58.867,1.201120059803342,93.23790147569444,1.300320095486111,2.1236165364583335,1.6779513888888888,1.2725965711805556,0.9504123263888888
3568,00:01:58.900,1.0197775895431338,93.2748390480324,1.186577690972222,2.593994140625,1.3913845486111112,1.2670355902777777,0.9013129340277778
3569,00:01:58.933,0.907606599528605,93.25605830439815,1.1490342881944444,2.4072265625,1.2500271267361112,1.3194444444444444,0.8776312934027778
3570,00:01:58.967,0.9214735595718717,93.24073169849537,1.2068323206018519,2.4348958333333335,1.3740776909722223,1.3716091579861112,0.8748101128472222
3571,00:01:59.000,1.0334109592310603,93.22610134548611,1.370288990162037,2.86376953125,1.6253526475694444,1.4841579861111112,1.0013563368055556
3572,00:01:59.033,1.0766321425339116,93.10618308738425,1.532805266203704,3.19580078125,1.8601888020833333,1.6090494791666667,1.1291775173611112
3573,00:01:59.067,0.9054270202728696,92.97846137152777,1.4152741608796298,2.8568522135416665,1.5909559461805556,1.6025390625,1.0523274739583333
3574,00:01:59.100,1.027002775145064,92.99755859375,1.702419704861111,2.9329427083333335,2.1041937934027777,1.7071397569444444,1.2959255642361112
3575,00:01:59.133,0.9258136254463663,92.94547526041667,1.6468912760416667,3.4586588541666665,1.8196614583333333,1.8105197482638888,1.3104926215277777
3576,00:01:59.167,1.1042669138818173,92.98293728298611,2.0356626157407405,3.52783203125,2.628634982638889,1.9538302951388888,1.5245225694444444
3577,00:01:59.200,1.034053868588094,92.99233217592592,1.9620768229166667,3.4517415364583335,2.357204861111111,2.0012749565972223,1.5277506510416667
3578,00:01:59.233,0.9858851752196323,92.88009982638889,2.0624186197916665,3.0367024739583335,2.5448676215277777,2.048583984375,1.5938042534722223
3579,00:01:59.267,0.8361828981031706,92.97709599247685,1.8448712384259263,3.507080078125,2.052761501736111,2.0196126302083335,1.4622395833333333
3580,00:01:59.300,1.0243108026819643,93.10678891782408,2.525173611111111,4.122721354166667,3.7420789930555554,2.0950249565972223,1.7384168836805556
3581,00:01:59.333,0.8899875691169478,93.05050998263889,2.275535300925926,4.136555989583333,2.9932454427083335,2.1624891493055554,1.6708713107638888
3582,00:01:59.367,1.6024321713156235,93.21268265335648,3.678141276041666,4.987386067708333,6.494330512152778,2.3937174479166665,2.1463758680555554
3583,00:01:59.400,0.8654791822105383,93.31355794270833,2.179081669560185,4.371744791666667,2.8370225694444446,2.2520887586805554,1.4481336805555556
3584,00:01:59.433,0.9206197962748703,93.39051649305556,2.201605902777778,3.8736979166666665,2.954372829861111,2.2190755208333335,1.4313693576388888
3585,00:01:59.467,0.9067357679259029,93.47607421875,1.9158166956018519,4.060465494791667,2.0919596354166665,2.3109537760416665,1.3445366753472223
3586,00:01:59.500,0.8716669762595394,93.48332609953704,1.7927155671296298,4.095052083333333,1.9169379340277777,2.2022569444444446,1.2589518229166667
3587,00:01:59.533,1.2392973619097745,93.35234013310185,2.2780852141203702,4.392496744791667,3.00830078125,2.3100043402777777,1.5159505208333333
3588,00:01:59.567,0.9565399144803578,93.42345739293981,1.8310998987268519,3.5831705729166665,2.075927734375,2.141818576388889,1.2755533854166667
3589,00:01:59.600,0.9696883239660868,93.39890769675925,1.8131962528935184,4.2333984375,2.131564670138889,2.0802137586805554,1.2278103298611112
3590,00:01:59.633,1.0553322937870744,93.30212854456019,1.7731843171296298,3.7491861979166665,2.2302788628472223,1.9527723524305556,1.1365017361111112
3591,00:01:59.667,0.931404924903072,93.29219111689815,1.5971317997685184,3.4171549479166665,1.8089735243055556,1.8809678819444444,1.1014539930555556
3592,00:01:59.700,0.871155387183426,93.22767469618056,1.4794288917824074,2.9744466145833335,1.6587185329861112,1.7443576388888888,1.0352105034722223
3593,00:01:59.733,1.1594215608036413,93.13816550925925,1.793212890625,3.7076822916666665,2.3509114583333335,1.8321397569444444,1.1965874565972223
3594,00:01:59.767,1.083488911135763,93.1475242332176,1.629421657986111,3.0989583333333335,2.097195095486111,1.7172309027777777,1.0738389756944444
